date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:39:46	54598/54598	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:39:46%20GMT	https://www.w3schools.com/xml/ref_xsl_el_choose.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_choose.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:39:50	51092/51092	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:39:50%20GMT	https://www.w3schools.com/xml/ref_xsl_el_comment.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_comment.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:39:52	52084/52084	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:39:51%20GMT	https://www.w3schools.com/xml/ref_xsl_el_copy.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_copy.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:39:53	53596/53596	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:39:53%20GMT	https://www.w3schools.com/xml/ref_xsl_el_copy-of.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_copy-of.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:39:55	54566/54566	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:39:54%20GMT	https://www.w3schools.com/xml/ref_xsl_el_decimal-format.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_decimal-format.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:39:58	53115/53115	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:39:58%20GMT	https://www.w3schools.com/xml/ref_xsl_el_element.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_element.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:00	52086/52086	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:00%20GMT	https://www.w3schools.com/xml/ref_xsl_el_fallback.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_fallback.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:03	53867/53867	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:02%20GMT	https://www.w3schools.com/xml/ref_xsl_el_for-each.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_for-each.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:04	55339/55339	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:04%20GMT	https://www.w3schools.com/xml/ref_xsl_el_if.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_if.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:07	53815/53815	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:06%20GMT	https://www.w3schools.com/xml/ref_xsl_el_import.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_import.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:09	51388/51388	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:08%20GMT	https://www.w3schools.com/xml/ref_xsl_el_include.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_include.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:10	53311/53311	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:10%20GMT	https://www.w3schools.com/xml/ref_xsl_el_key.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_key.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:13	53048/53048	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:12%20GMT	https://www.w3schools.com/xml/ref_xsl_el_message.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_message.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:14	52391/52391	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:14%20GMT	https://www.w3schools.com/xml/ref_xsl_el_namespace-alias.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_namespace-alias.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:17	55421/55421	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:16%20GMT	https://www.w3schools.com/xml/ref_xsl_el_number.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_number.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:19	54485/54485	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:18%20GMT	https://www.w3schools.com/xml/ref_xsl_el_otherwise.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_otherwise.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:20	55463/55463	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:20%20GMT	https://www.w3schools.com/xml/ref_xsl_el_output.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_output.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:24	52661/52661	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:24%20GMT	https://www.w3schools.com/xml/ref_xsl_el_param.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_param.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:26	53472/53472	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:26%20GMT	https://www.w3schools.com/xml/ref_xsl_el_preserve-space.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_preserve-space.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:28	51890/51890	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:28%20GMT	https://www.w3schools.com/xml/ref_xsl_el_processing-instruction.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_processing-instruction.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:30	53934/53934	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:30%20GMT	https://www.w3schools.com/xml/ref_xsl_el_sort.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_sort.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:32	53445/53445	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:32%20GMT	https://www.w3schools.com/xml/ref_xsl_el_strip-space.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_strip-space.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:35	53354/53354	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:35%20GMT	https://www.w3schools.com/xml/ref_xsl_el_stylesheet.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_stylesheet.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:37	53865/53865	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:36%20GMT	https://www.w3schools.com/xml/ref_xsl_el_template.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_template.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:41	53523/53523	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:40%20GMT	https://www.w3schools.com/xml/ref_xsl_el_text.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_text.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:45	53349/53349	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:45%20GMT	https://www.w3schools.com/xml/ref_xsl_el_transform.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_transform.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:49	55087/55087	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:48%20GMT	https://www.w3schools.com/xml/ref_xsl_el_value-of.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_value-of.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:50	53984/53984	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:50%20GMT	https://www.w3schools.com/xml/ref_xsl_el_variable.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_variable.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:52	54878/54878	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:52%20GMT	https://www.w3schools.com/xml/ref_xsl_el_when.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_when.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:54	52934/52934	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:54%20GMT	https://www.w3schools.com/xml/ref_xsl_el_with-param.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/ref_xsl_el_with-param.html	(from https://www.w3schools.com/xml/xsl_elementref.asp)
23:40:59	53542/53542	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:40:59%20GMT	https://www.w3schools.com/xml/el_all.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_all.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:02	52048/52048	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:01%20GMT	https://www.w3schools.com/xml/el_annotation.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_annotation.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:04	54338/54338	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:04%20GMT	https://www.w3schools.com/xml/el_any.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_any.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:07	53909/53909	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:07%20GMT	https://www.w3schools.com/xml/el_anyattribute.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_anyattribute.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:09	51792/51792	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:09%20GMT	https://www.w3schools.com/xml/el_appinfo.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_appinfo.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:12	56417/56417	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:11%20GMT	https://www.w3schools.com/xml/el_attribute.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_attribute.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:14	52834/52834	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:13%20GMT	https://www.w3schools.com/xml/el_attributegroup.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_attributegroup.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:16	53104/53104	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:15%20GMT	https://www.w3schools.com/xml/el_choice.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_choice.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:19	53610/53610	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:18%20GMT	https://www.w3schools.com/xml/el_complexcontent.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_complexcontent.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:20	56092/56092	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:20%20GMT	https://www.w3schools.com/xml/el_complextype.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_complextype.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:22	51961/51961	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:22%20GMT	https://www.w3schools.com/xml/el_documentation.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_documentation.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:25	59347/59347	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:25%20GMT	https://www.w3schools.com/xml/el_element.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_element.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:27	55228/55228	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:27%20GMT	https://www.w3schools.com/xml/el_extension.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_extension.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:30	51947/51947	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:30%20GMT	https://www.w3schools.com/xml/el_field.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_field.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:32	53923/53923	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:31%20GMT	https://www.w3schools.com/xml/el_group.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_group.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:34	52180/52180	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:33%20GMT	https://www.w3schools.com/xml/el_import.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_import.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:36	52371/52371	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:36%20GMT	https://www.w3schools.com/xml/el_include.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_include.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:38	52141/52141	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:38%20GMT	https://www.w3schools.com/xml/el_key.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_key.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:41	52295/52295	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:40%20GMT	https://www.w3schools.com/xml/el_keyref.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_keyref.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:42	53363/53363	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:42%20GMT	https://www.w3schools.com/xml/el_list.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_list.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:45	53573/53573	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:45%20GMT	https://www.w3schools.com/xml/el_notation.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_notation.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:47	53475/53475	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:47%20GMT	https://www.w3schools.com/xml/el_redefine.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_redefine.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:51	56186/56186	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:50%20GMT	https://www.w3schools.com/xml/el_restriction.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_restriction.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:53	55664/55664	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:52%20GMT	https://www.w3schools.com/xml/el_schema.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_schema.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:56	51772/51772	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:55%20GMT	https://www.w3schools.com/xml/el_selector.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_selector.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:57	54292/54292	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:56%20GMT	https://www.w3schools.com/xml/el_sequence.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_sequence.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:41:59	52605/52605	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:41:58%20GMT	https://www.w3schools.com/xml/el_simpleContent.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_simpleContent.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:42:00	52534/52534	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:00%20GMT	https://www.w3schools.com/xml/el_simpletype.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_simpletype.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:42:03	52788/52788	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:03%20GMT	https://www.w3schools.com/xml/el_union.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_union.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:42:06	52021/52021	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:06%20GMT	https://www.w3schools.com/xml/el_unique.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/el_unique.html	(from https://www.w3schools.com/xml/schema_elements_ref.asp)
23:42:08	173/173	---M-Z	200	added ('OK')	text/xml	etag:%222db7e6deca44d21:0-gzip%22	https://www.w3schools.com/xml/note_error.xml	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/note_error.xml	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:09	5077/5077	---M-Z	200	added ('OK')	text/xml	etag:%2284e9d179c986d21:0-gzip%22	https://www.w3schools.com/xml/cd_catalog.xml	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/cd_catalog.xml	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:11	8020/8020	---M-Z	200	added ('OK')	text/xml	etag:%2282153e1ca44d21:0-gzip%22	https://www.w3schools.com/xml/plant_catalog.xml	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/plant_catalog.xml	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:11	394/394	---M-Z	200	added ('OK')	text/plain	etag:%22588777a348abd01:0-gzip%22	https://www.w3schools.com/xml/cd_catalog.txt	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/cd_catalog.txt	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:11	5135/5135	---M-Z	200	added ('OK')	text/xml	etag:%222470b67ac986d21:0-gzip%22	https://www.w3schools.com/xml/cd_catalog_with_css.xml	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/cd_catalog_with_css.xml	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:13	39766/39766	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:12%20GMT	https://www.w3schools.com/xml/tryit.asp?filename=tryxml_parsertest2	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryit9085.html	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:15	39641/39641	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:15%20GMT	https://www.w3schools.com/xml/tryit.asp?filename=tryxml_parsertest	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryit6ff2.html	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:16	124/124	---M-Z	200	added ('OK')	text/xml	date:Mon,%2020%20Feb%202017%2022:42:16%20GMT	https://www.w3schools.com/xml/note.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/note.asp	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:16	124/124	---M-Z	200	added ('OK')	text/xml	date:Mon,%2020%20Feb%202017%2022:42:17%20GMT	https://www.w3schools.com/xml/note.php	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/note.php	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:17	453/453	---M-Z	200	added ('OK')	text/xml	date:Mon,%2020%20Feb%202017%2022:42:17%20GMT	https://www.w3schools.com/xml/guestbook.asp	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/guestbook.asp	(from https://www.w3schools.com/xml/xml_examples.asp)
23:42:18	14413/14413	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:18%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_ex1	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxsltae13.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:21	14495/14495	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:21%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_ex2	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslt01ca.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:22	14540/14540	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:22%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_ex3	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslt4767.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:25	14541/14541	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:25%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_filter	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslta595.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:26	14581/14581	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:26%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_sort	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslt09a5.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:29	14656/14656	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:28%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_if	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslt7d04.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:30	14756/14756	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:30%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_choose	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslt5e7d.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:31	14898/14898	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:31%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_choose2	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslt0af8.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:33	14681/14681	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:33%20GMT	https://www.w3schools.com/xml/tryxslt.asp?xmlfile=cdcatalog&xsltfile=cdcatalog_apply	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryxslt0e31.html	(from https://www.w3schools.com/xml/xsl_examples.asp)
23:42:37	40054/40054	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:36%20GMT	https://www.w3schools.com/xml/tryit.asp?filename=try_xpath_select_cdnodes	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryit6db6.html	(from https://www.w3schools.com/xml/xpath_examples.asp)
23:42:38	40084/40084	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:38%20GMT	https://www.w3schools.com/xml/tryit.asp?filename=try_xpath_select_cdnodes_first	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryit5069.html	(from https://www.w3schools.com/xml/xpath_examples.asp)
23:42:41	40097/40097	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:41%20GMT	https://www.w3schools.com/xml/tryit.asp?filename=try_xpath_select_pricenodes_text	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryite28f.html	(from https://www.w3schools.com/xml/xpath_examples.asp)
23:42:44	40092/40092	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202017%2022:42:44%20GMT	https://www.w3schools.com/xml/tryit.asp?filename=try_xpath_select_pricenodes_35	C:/Users/anonymous/Desktop/xml_Schema/asd/www.w3schools.com/xml/tryit9118.html	(from https://www.w3schools.com/xml/xpath_examples.asp)
